player_id,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
203937,kyle anderson,2015,2024,F-G,81,230.0,1993-09-20,UCLA
76042,michael anderson,1989,1989,G,71,184.0,1966-03-23,Drexel
98,nick anderson,1990,2002,F-G,78,205.0,1968-01-20,Illinois
76045,richard anderson,1983,1990,F-C,82,240.0,1960-11-19,UC Santa Barbara
76046,ron anderson,1985,1994,F-G,79,215.0,1958-10-15,Fresno State
201583,ryan anderson,2009,2020,F,81,240.0,1988-05-06,California
1000,shandon anderson,1997,2006,F-G,78,208.0,1973-12-31,Georgia
335,willie anderson,1989,1997,G-F,79,190.0,1967-01-08,Georgia
101149,martynas andriuskevicius,2006,2006,C,86,240.0,1986-03-12,
1628387,ike anigbogu,2018,2019,F-C,82,250.0,1998-10-17,UCLA
76050,michael ansley,1990,1992,F,79,225.0,1967-02-08,Alabama
1512,chris anstey,1998,2000,C,84,249.0,1975-01-01,
203507,giannis antetokounmpo,2014,2024,F-G,83,242.0,1994-12-06,
1628961,kostas antetokounmpo,2019,2021,F,82,200.0,1997-11-20,Dayton
203648,thanasis antetokounmpo,2016,2024,F,79,219.0,1992-07-18,
2546,carmelo anthony,2004,2022,F,79,238.0,1984-05-29,Syracuse
1630175,cole anthony,2021,2024,G,74,185.0,2000-05-15,UNC
21,greg anthony,1992,2002,G,72,176.0,1967-11-15,"University of Portland, UNLV"
201202,joel anthony,2008,2017,C,81,245.0,1982-08-09,UNLV
203544,pero antic,2014,2015,C-F,83,260.0,1982-07-29,
1628384,og anunoby,2018,2024,F,79,232.0,1997-07-17,Indiana
203951,keith appling,2016,2016,G,73,185.0,1992-02-13,Michigan State
2737,rafael araujo,2005,2007,C,83,280.0,1980-08-12,BYU
2425,robert archibald,2003,2004,F,83,250.0,1980-03-29,Illinois
76054,tiny archibald,1971,1984,G,73,150.0,1948-09-02,Texas-El Paso
1627853,ryan arcidiacono,2018,2024,G,75,195.0,1994-03-26,Villanova
2240,gilbert arenas,2002,2012,G,76,191.0,1982-01-06,Arizona
2772,trevor ariza,2005,2022,F,80,215.0,1985-06-30,UCLA
76057,joe arlauckas,1988,1988,F,81,230.0,1965-07-20,Niagara University
769,bj armstrong,1990,2000,G,74,175.0,1967-09-09,Iowa
2220,brandon armstrong,2002,2004,G,77,188.0,1980-06-16,Pepperdine
353,darrell armstrong,1995,2008,G,72,170.0,1968-06-22,Fayetteville State University
200756,hilton armstrong,2007,2014,F-C,83,235.0,1984-11-11,UConn
2306,carlos arroyo,2002,2011,G,74,202.0,1979-07-30,Florida International University
201589,darrell arthur,2009,2018,F,81,235.0,1988-03-25,Kansas
1628503,jamel artis,2018,2018,G-F,79,213.0,1993-01-12,Pitt
201600,omer asik,2011,2018,C,84,255.0,1986-07-04,
355,vincent askew,1988,1998,G-F,78,210.0,1966-02-28,Memphis
173,keith askins,1991,1999,G-F,79,197.0,1967-12-15,Alabama
1088,chucky atkins,2000,2010,G,71,160.0,1974-08-14,South Florida
278,stacey augmon,1992,2006,F-G,80,205.0,1968-08-01,UNLV
201571,dj augustin,2009,2022,G,71,183.0,1987-11-10,Texas
200788,james augustine,2007,2008,F,82,235.0,1984-02-27,Illinois
1134,isaac austin,1992,2002,C,82,255.0,1969-08-18,Arizona State
76074,ken austin,1984,1984,F,81,205.0,1961-07-15,Rice University
1630166,deni avdija,2021,2024,G-F,81,210.0,2001-01-03,
138,anthony avent,1993,2000,F,81,235.0,1969-10-18,Seton Hall
1895,william avery,2000,2002,G,74,197.0,1979-08-08,Duke
76078,dennis awtrey,1971,1982,C,82,235.0,1948-02-22,Santa Clara
1630555,joel ayayi,2022,2022,G,77,180.0,2000-03-05,Gonzaga
202970,gustavo ayon,2012,2014,C,82,250.0,1985-04-01,
201965,jeff ayres,2010,2016,F,81,240.0,1987-04-29,Arizona State
1629028,deandre ayton,2019,2024,C,84,250.0,1998-07-23,Arizona
101235,kelenna azubuike,2007,2012,G,77,220.0,1983-12-16,Kentucky
1628962,udoka azubuike,2021,2024,C,82,280.0,1999-09-17,Kansas
203147,chris babb,2014,2014,G,77,225.0,1990-02-14,"Penn State, Iowa State"
202337,luke babbitt,2011,2018,F,81,225.0,1989-06-20,Nevada
76079,milos babic,1991,1992,C-F,84,240.0,1968-11-23,Tennessee Technological University
1628407,dwayne bacon,2018,2021,G,78,221.0,1995-08-30,Florida State
2053,dalibor bagaric,2001,2003,C,85,255.0,1980-02-07,
76082,john bagley,1983,1994,G,72,185.0,1960-04-23,Boston College
1628963,marvin bagley iii,2019,2024,F-C,82,235.0,1999-03-14,Duke
1641735,amari bailey,2024,2024,G,77,185.0,2004-02-17,UCLA
76084,carl bailey,1982,1982,C,84,210.0,1958-04-23,Tuskegee University
76083,gus bailey,1975,1980,G-F,77,185.0,1951-02-18,Texas-El Paso
76085,james bailey,1980,1988,F-C,81,220.0,1957-05-21,Rutgers University
1847,thurl bailey,1984,1999,F-C,83,215.0,1961-04-07,NC State
1753,toby bailey,1999,2000,G,78,213.0,1975-11-19,UCLA
203946,cameron bairstow,2015,2016,F-C,81,250.0,1990-12-07,New Mexico
1858,mark baker,1999,1999,G,73,175.0,1969-11-11,Ohio State
2486,maurice baker,2005,2005,G,73,175.0,1979-07-28,Oklahoma State
1627758,ron baker,2017,2019,G,76,220.0,1993-03-30,Wichita State
452,vin baker,1994,2006,F,83,232.0,1971-11-23,University of Hartford
1631116,patrick baldwin jr,2023,2024,G-F,81,220.0,2002-11-18,UW-Milwaukee
1627735,wade baldwin,2017,2019,G,76,200.0,1996-03-29,Vanderbilt
200764,renaldo balkman,2007,2012,F,80,208.0,1984-07-14,South Carolina
76090,cedric ball,1991,1991,F,80,210.0,1968-04-16,UNC Charlotte
1630163,lamelo ball,2021,2024,G,79,180.0,2001-08-22,
1628366,lonzo ball,2018,2022,G,78,190.0,1997-10-27,UCLA
76091,greg ballard,1978,1989,F,79,215.0,1955-01-29,Oregon
1628964,mo bamba,2019,2024,C,84,231.0,1998-05-12,Texas
1631094,paolo banchero,2023,2024,F,82,250.0,2002-11-12,Duke
1630217,desmond bane,2021,2024,G,77,215.0,1998-06-25,TCU
76093,gene banks,1982,1987,F-G,79,215.0,1959-05-15,Duke
2556,marcus banks,2004,2011,G,74,200.0,1981-11-19,UNLV
76094,ken bannister,1985,1991,F-C,81,235.0,1960-04-01,"Indiana State University, Saint Augustine's College"
76095,mike bantom,1974,1982,F-C,81,200.0,1951-12-03,Saint Joseph's
1630625,dalano banton,2022,2024,G-F,81,204.0,1999-11-07,Nebraska
1627760,cat barber,2022,2022,G,74,190.0,1994-07-25,NC State
2571,leandro barbosa,2004,2017,G,75,194.0,1982-11-28,
76097,steve bardo,1992,1996,G,77,190.0,1968-04-05,Illinois
200826,jj barea,2007,2020,G,70,180.0,1984-06-26,Northeastern University
200745,andrea bargnani,2007,2016,F-C,84,245.0,1985-10-26,
787,charles barkley,1985,2000,F,78,252.0,1963-02-20,Auburn
2057,erick barkley,2001,2002,G,73,177.0,1978-02-21,St. John's
1631230,dominick barlow,2023,2024,F,81,221.0,2003-05-26,
203084,harrison barnes,2013,2024,F,80,225.0,1992-05-30,UNC
76104,marvin barnes,1975,1980,F-C,80,210.0,1952-07-27,Providence
2440,matt barnes,2004,2017,F,79,226.0,1980-03-09,UCLA
1630567,scottie barnes,2022,2024,G-F,79,227.0,2001-08-01,Florida State
2857,andre barrett,2005,2008,G,70,172.0,1982-02-21,Seton Hall
1629628,rj barrett,2020,2024,G-F,78,214.0,2000-06-14,Duke
2853,earl barron,2006,2015,C,84,250.0,1981-08-14,Memphis
344,dana barros,1990,2004,G,71,163.0,1967-04-13,Boston College
699,brent barry,1996,2009,G,78,185.0,1971-12-31,Oregon State
1003,drew barry,1998,2000,G,77,191.0,1973-02-17,Georgia Tech
468,jon barry,1993,2006,G,76,195.0,1969-07-25,"University of the Pacific, Georgia Tech"
600013,rick barry,1966,1980,F,79,205.0,1944-03-28,Miami (FL)
203115,will barton,2013,2023,G,77,181.0,1991-01-06,Memphis
101188,eddie basden,2006,2006,G,77,215.0,1983-02-15,UNC Charlotte
101138,brandon bass,2006,2017,F,80,250.0,1985-04-30,LSU
1628238,paris bass,2022,2022,F,80,200.0,1995-08-29,Detroit Mercy
76120,tim bassett,1974,1980,F-C,80,225.0,1951-04-01,"College of Southern Idaho, Georgia"
1629646,charles bassey,2022,2024,C,82,235.0,2000-10-28,Western Kentucky
1766,maceo baston,2003,2009,F,81,215.0,1975-05-29,Michigan
2370,mengke bateer,2002,2004,C,83,290.0,1975-11-20,
76121,billy ray bates,1980,1983,G,76,210.0,1956-05-31,Kentucky State University
1641734,emoni bates,2024,2024,G,82,170.0,2004-01-28,"Memphis, Eastern Michigan"
1628966,keita bates-diop,2019,2024,F,80,229.0,1996-01-23,Ohio State
101212,esteban batista,2006,2007,F-C,82,270.0,1983-09-02,
2471,mike batiste,2003,2003,F,80,225.0,1977-11-21,Arizona State
1499,tony battie,1998,2012,C-F,83,230.0,1976-02-11,Texas Tech
2203,shane battier,2002,2014,F,80,220.0,1978-09-09,Duke
174,john battle,1986,1995,G,74,175.0,1962-11-09,Rutgers University
76123,kenny battle,1990,1993,F,78,210.0,1964-10-10,"Northern Illinois, Illinois"
76124,dave batton,1983,1984,C,82,240.0,1956-03-26,Notre Dame
201587,nicolas batum,2009,2024,F-G,80,230.0,1988-12-14,
2437,lonny baxter,2003,2006,F,80,260.0,1979-01-27,Maryland
201573,jerryd bayless,2009,2019,G,75,200.0,1988-08-20,Arizona
203382,aron baynes,2013,2021,C,82,260.0,1986-12-09,Washington State
76128,sergei bazarevich,1995,1995,G,74,168.0,1965-03-16,
203145,kent bazemore,2013,2022,G-F,76,195.0,1989-07-01,Old Dominion
1629647,darius bazley,2020,2023,F,80,208.0,2000-06-12,
203078,bradley beal,2013,2024,G,76,207.0,1993-06-28,Florida
2602,jerome beasley,2004,2004,F,82,237.0,1980-05-17,"Midland College, University of North Dakota"
1627736,malik beasley,2017,2024,G,76,187.0,1996-11-26,Florida State
201563,michael beasley,2009,2019,F,81,235.0,1989-01-09,Kansas State
201958,rodrigue beaubois,2010,2013,G,72,170.0,1988-02-24,
1630699,marjon beauchamp,2023,2024,G,78,199.0,2000-10-12,Yakima Valley Community College
1133,corey beck,1996,1999,G,73,190.0,1971-05-27,"South Plains College, Arkansas"
76138,william bedford,1987,1993,C,84,225.0,1963-12-14,Memphis
76140,ron behagen,1974,1980,F-C,81,185.0,1951-01-14,Minnesota
201158,marco belinelli,2008,2020,G-F,77,220.0,1986-03-25,
2294,charlie bell,2002,2011,G,75,200.0,1979-03-12,Michigan State
1628395,jordan bell,2018,2022,F,80,216.0,1995-01-07,Oregon
1952,raja bell,2001,2012,G,77,204.0,1976-09-19,"Boston University, Florida International University"
2559,troy bell,2004,2004,G,73,180.0,1980-11-10,Boston College
1627761,deandre' bembry,2017,2022,F,77,210.0,1994-07-04,Saint Joseph's
1627733,dragan bender,2017,2020,F,84,225.0,1997-11-17,
1886,jonathan bender,2000,2010,F,83,202.0,1981-01-30,
203968,jerrelle benimon,2015,2015,F,80,245.0,1991-08-01,"Georgetown, Towson University"
104,benoit benjamin,1986,2000,C,84,250.0,1964-11-22,Creighton
1736,corey benjamin,1999,2003,G,78,200.0,1978-02-24,Oregon State
203461,anthony bennett,2014,2017,F,80,245.0,1993-03-14,UNLV
1120,elmer bennett,1995,1997,G,72,170.0,1970-02-13,Notre Dame
712,mario bennett,1996,2000,F,78,235.0,1973-08-01,Arizona State
76151,mel bennett,1976,1982,F,79,200.0,1955-01-04,Pitt
76148,tony bennett,1993,1995,G,72,175.0,1969-06-01,Green Bay
76152,winston bennett,1990,1992,F,79,210.0,1965-02-09,Kentucky
128,david benoit,1992,2001,F,80,220.0,1968-05-09,Alabama
202728,keith benson,2012,2012,C,83,240.0,1988-08-13,Oakland
76154,kent benson,1978,1988,C,82,235.0,1954-12-27,Indiana
1627791,ben bentil,2017,2017,F,81,235.0,1995-03-29,Providence
1631262,jules bernard,2024,2024,F,79,210.0,2000-01-21,UCLA
76157,ricky berry,1989,1989,F,80,205.0,1964-10-06,"Oregon State, San Jose State"
76158,walter berry,1987,1989,F,80,215.0,1964-05-14,St. John's
1629541,dairis bertans,2019,2019,G,76,200.0,1989-09-09,
202722,davis bertans,2017,2024,F,82,225.0,1992-11-12,
76159,del beshore,1979,1980,G,71,165.0,1956-11-29,California University of Pennslyvania
696,travis best,1996,2005,G,71,182.0,1972-07-12,Georgia Tech
201976,patrick beverley,2013,2024,G,74,180.0,1988-07-12,Arkansas
1630180,saddiq bey,2021,2024,F,79,215.0,1999-04-09,Villanova
1630189,tyler bey,2021,2021,F,79,215.0,1998-02-10,Colorado
204021,sim bhullar,2015,2015,C,89,360.0,1992-12-02,New Mexico State
76162,henry bibby,1973,1981,G,73,185.0,1949-11-24,UCLA
1710,mike bibby,1999,2012,G,73,190.0,1978-05-13,Arizona
2740,andris biedrins,2005,2014,C,83,240.0,1986-04-02,
1497,chauncey billups,1998,2014,G,75,202.0,1976-09-25,Colorado
76167,joe binion,1987,1987,F,80,235.0,1961-03-26,North Carolina A&T
203920,khem birch,2018,2023,C-F,81,233.0,1992-09-28,"Pitt, UNLV"
1628444,jabari bird,2018,2018,G,78,198.0,1994-07-03,California
1449,larry bird,1980,1992,F,81,220.0,1956-12-07,Indiana State University
76170,otis birdsong,1978,1989,G,75,190.0,1955-12-09,Houston
1629048,goga bitadze,2020,2024,C,83,250.0,1999-07-20,
1641931,onuralp bitim,2024,2024,F,78,215.0,1999-03-31,
202687,bismack biyombo,2012,2024,C-F,80,255.0,1992-08-28,
202357,nemanja bjelica,2016,2022,F,82,234.0,1988-05-09,
76172,uwe blab,1986,1990,C,85,252.0,1962-03-26,Indiana
1641710,anthony black,2024,2024,G,79,198.0,2004-01-20,Arkansas
1641778,leaky black,2024,2024,F,81,205.0,1999-06-14,UNC
76174,norman black,1981,1981,G,77,185.0,1957-11-12,Saint Joseph's
204028,tarik black,2015,2018,C-F,81,250.0,1991-11-22,"Memphis, Kansas"
76176,rolando blackman,1982,1994,G,78,190.0,1959-02-26,Kansas State
76180,alex blackwell,1993,1993,F,78,250.0,1970-06-27,Monmouth University
76177,cory blackwell,1985,1985,F,78,210.0,1963-03-27,Wisconsin
1806,james blackwell,1995,1995,G,72,190.0,1968-02-25,Dartmouth College
76179,nate blackwell,1988,1988,G,76,170.0,1965-02-15,Temple
201971,dejuan blair,2010,2016,F-C,79,270.0,1989-04-22,Pitt
2581,steve blake,2004,2016,G,75,172.0,1980-02-26,Maryland
1628469,antonio blakeney,2018,2019,G,76,192.0,1996-10-04,LSU
200807,will blalock,2007,2007,G,72,205.0,1983-09-08,Iowa State
76183,lance blanks,1991,1993,G,76,190.0,1966-09-09,"Virginia, Texas"
76184,ricky blanton,1993,1993,F,79,215.0,1966-04-21,LSU
101154,andray blatche,2006,2014,F,83,235.0,1986-08-22,
302,mookie blaylock,1990,2002,G,72,180.0,1967-03-20,"Midland College, Oklahoma"
202339,eric bledsoe,2011,2022,G,73,214.0,1989-12-09,Kentucky
1629833,keljin blevins,2021,2022,F,76,200.0,1995-11-24,"Southern Miss, Montana State"
1628417,jaron blossomgame,2019,2019,F,80,220.0,1993-09-16,Clemson
916,corie blount,1994,2004,F,81,240.0,1969-01-04,Cincinnati
1548,mark blount,2001,2009,C,84,230.0,1975-11-30,Pitt
203505,vander blue,2014,2018,G,76,200.0,1992-07-17,Marquette
76189,ray blume,1982,1982,G,76,185.0,1958-09-23,Oregon State
2800,tony bobbitt,2005,2005,G,76,190.0,1979-10-22,Cincinnati
1631205,buddy boeheim,2023,2023,G,78,205.0,1999-11-11,Syracuse
2586,keith bogans,2004,2014,G-F,77,215.0,1980-05-12,Kentucky
203992,bogdan bogdanovic,2018,2024,G,77,220.0,1992-08-18,
202711,bojan bogdanovic,2015,2024,G-F,79,226.0,1989-04-18,
177,muggsy bogues,1988,2001,G,63,136.0,1965-01-09,Wake Forest
101106,andrew bogut,2006,2019,C,84,260.0,1984-11-28,Utah
1564,etdrick bohannon,1998,2001,F,81,220.0,1973-05-29,"Arizona, Tennessee, Auburn University at Montgomery"
1629626,bol bol,2020,2024,F-C,87,220.0,1999-11-16,Oregon
76195,manute bol,1986,1995,C,91,200.0,1962-10-16,University of Bridgeport
1628413,jonah bolden,2019,2020,F,80,220.0,1996-01-02,UCLA
1629716,marques bolden,2020,2024,C,82,249.0,1998-04-17,Duke
1630195,leandro bolmaro,2022,2023,F,78,200.0,2000-09-11,
1627762,joel bolomboy,2017,2018,F,81,235.0,1994-01-28,Weber State
1603,walter bond,1993,1995,G,77,200.0,1969-02-01,Minnesota
1629648,jordan bone,2020,2021,G,74,180.0,1997-11-05,Tennessee
1121,dexter boney,1997,1997,G,76,185.0,1970-04-27,UNLV
1629067,isaac bonga,2019,2022,G,80,180.0,1999-11-08,
41,anthony bonner,1991,1996,F,80,215.0,1968-06-08,Saint Louis
2588,matt bonner,2005,2016,F,82,235.0,1980-04-05,Florida
1626164,devin booker,2016,2024,G,78,206.0,1996-10-30,Kentucky
511,melvin booker,1996,1997,G,74,185.0,1972-08-20,Missouri
202344,trevor booker,2011,2018,F,80,228.0,1987-11-25,Clemson
200767,josh boone,2007,2010,F-C,82,237.0,1984-11-21,UConn
76204,ron boone,1969,1981,G-F,74,200.0,1946-09-06,"Iowa Western Community College, Clarinda Campus, Idaho State University"
1916,calvin booth,2000,2009,C,83,230.0,1976-05-07,Penn State
1522,keith booth,1998,1999,F,78,226.0,1974-10-09,Maryland
2430,carlos boozer,2003,2015,F-C,81,258.0,1981-11-20,Duke
2414,curtis borchardt,2004,2005,C,84,240.0,1980-09-13,Stanford
1953,lazaro borrell,2000,2000,F,80,220.0,1972-09-20,
2547,chris bosh,2004,2016,F-C,83,235.0,1984-03-24,Georgia Tech
450,brandon boston jr,2022,2023,G-F,79,185.0,2001-11-28,Kentucky
76212,lawrence boston,1980,1980,F,80,225.0,1956-05-18,"Vincennes University, Maryland"
76213,tom boswell,1976,1984,F-C,81,220.0,1953-10-02,"South Carolina State, South Carolina"
1628449,chris boucher,2018,2024,F,81,200.0,1993-01-11,Oregon
1630547,james bouknight,2022,2024,G,77,190.0,2000-09-18,UConn
2257,ruben boumtje-boumtje,2002,2004,C,84,257.0,1978-05-20,Georgetown
1631123,jamaree bouyea,2023,2024,G,74,180.0,1999-06-27,San Francisco
1898,cal bowdler,2000,2002,F,82,245.0,1977-03-31,Old Dominion
1628968,brian bowen,2020,2021,F,78,190.0,1998-10-02,
1477,bruce bowen,1997,2009,F,79,185.0,1971-06-14,Cal State Fullerton
1763,ryan bowen,2000,2010,F,79,215.0,1975-11-20,Iowa
194,anthony bowie,1989,1998,G-F,78,190.0,1963-11-09,Oklahoma
76217,sam bowie,1985,1995,C-F,85,235.0,1961-03-17,Kentucky
1085,ira bowman,2000,2002,G,77,195.0,1973-06-11,"Providence, Penn"
1629065,ky bowman,2020,2020,G,73,187.0,1997-06-16,Boston College
671,donnie boyce,1996,1997,G,77,196.0,1973-09-02,Colorado
1863,earl boykins,1999,2012,G,65,135.0,1976-06-02,Eastern Michigan
76225,winford boynes,1979,1981,G-F,78,185.0,1957-05-17,San Francisco
200841,cedric bozeman,2007,2007,G,78,207.0,1983-03-07,UCLA
202342,craig brackins,2011,2012,F,82,230.0,1987-10-09,Iowa State
76228,alex bradley,1982,1982,F,78,215.0,1959-10-30,Villanova
76229,alonzo bradley,1978,1980,F,78,190.0,1953-10-16,Texas Southern
202340,avery bradley,2011,2022,G,75,180.0,1990-11-26,Texas
76230,charles bradley,1982,1984,G,77,215.0,1959-05-16,Wyoming
76231,dudley bradley,1980,1989,G-F,78,195.0,1957-03-19,UNC
2214,michael bradley,2002,2006,F-C,82,245.0,1979-04-18,"Kentucky, Villanova"
762,shawn bradley,1994,2005,C,90,235.0,1972-03-22,BYU
1628396,tony bradley,2018,2023,F-C,82,248.0,1998-01-08,UNC
1361,mark bradtke,1997,1997,C-F,82,265.0,1968-09-27,
66,marques bragg,1996,1996,F,80,230.0,1970-03-24,Providence
1765,torraye braggs,2004,2005,F,80,245.0,1976-05-15,Xavier
1920,aj bramlett,2000,2000,C,82,227.0,1977-01-10,Arizona
76237,adrian branch,1987,1990,F-G,79,185.0,1963-11-17,Maryland
1882,elton brand,2000,2016,F-C,81,275.0,1979-03-11,Duke
210,terrell brandon,1992,2002,G,71,180.0,1970-05-20,Oregon
1631103,malaki branham,2023,2024,G,76,180.0,2003-05-12,Ohio State
76239,brad branson,1982,1983,C-F,82,220.0,1958-09-24,SMU
1629714,jarrell brantley,2020,2023,F,77,250.0,1996-06-07,College of Charleston
76242,mike bratz,1978,1986,G,74,185.0,1955-10-17,Stanford
1631128,christian braun,2023,2024,G,78,218.0,2001-04-17,Kansas
1629649,ignas brazdeikis,2020,2022,F,78,221.0,1999-01-08,Michigan
160,tim breaux,1995,1998,F,79,215.0,1970-09-19,Wyoming
2452,jr bremer,2003,2004,G,74,185.0,1980-09-19,St. Bonaventure
76247,randy breuer,1984,1994,C,87,230.0,1960-10-11,Minnesota
201147,corey brewer,2008,2020,F-G,81,186.0,1986-03-05,Florida
2249,jamison brewer,2002,2005,G,76,184.0,1980-11-19,Auburn
76248,jim brewer,1974,1982,F-C,81,210.0,1951-12-03,Minnesota
76249,ron brewer,1979,1986,G,76,180.0,1955-07-16,Arkansas
200758,ronnie brewer,2007,2014,G-F,79,220.0,1985-03-20,Arkansas
2056,primoz brezec,2002,2010,C,86,252.0,1979-10-02,
783,frank brickowski,1985,1997,F-C,81,240.0,1959-08-14,Penn State
76252,junior bridgeman,1976,1987,F-G,77,210.0,1953-09-17,Louisville
